District,Date,Population_0-5,Population_13-18,Population_19-64,Population_6-12,Population_65+,Population_Total,Population_Female_0-5,Population_Female_13-18,Population_Female_19-64,Population_Female_6-12,Population_Female_65+,Population_Female_Total,Population_Male_0-5,Population_Male_13-18,Population_Male_19-64,Population_Male_6-12,Population_Male_65+,Population_Male_Total
Dobong,2025-06-01,6218,13247,193846,11900,76343,301554,2992,6367,98394,5726,42434,155913,3226,6880,95452,6174,33909,145641
Dobong,2025-07-01,6182,13249,193274,11822,76634,301161,2976,6363,98113,5685,42625,155762,3206,6886,95161,6137,34009,145399
Dobong,2025-08-01,6135,13246,192817,11745,76936,300879,2955,6340,97876,5646,42783,155600,3180,6906,94941,6099,34153,145279
Dobong,2025-09-01,6094,13275,192440,11661,77350,300820,2943,6352,97681,5615,43035,155626,3151,6923,94759,6046,34315,145194
Dobong,2025-10-01,6078,13278,191974,11604,77693,300627,2936,6371,97439,5565,43211,155522,3142,6907,94535,6039,34482,145105
Dobong,2025-11-01,6041,13257,191501,11557,77955,300311,2918,6356,97221,5545,43340,155380,3123,6901,94280,6012,34615,144931
Dobong,2025-12-01,6039,13196,190912,11508,78244,299899,2908,6333,96897,5518,43517,155173,3131,6863,94015,5990,34727,144726
Dongdaemun,2008-01-01,18312,25728,267856,27321,37087,376304,8886,12095,131509,13198,20990,186678,9426,13633,136347,14123,16097,189626
Dongdaemun,2008-02-01,18296,25604,267762,27084,37284,376030,8889,12069,131466,13086,21046,186556,9407,13535,136296,13998,16238,189474
Dongdaemun,2008-03-01,18235,25713,267155,26881,37481,375465,8829,12119,131218,12998,21151,186315,9406,13594,135937,13883,16330,189150
Dongdaemun,2008-04-01,18211,25678,267218,26856,37627,375590,8814,12088,131231,12983,21203,186319,9397,13590,135987,13873,16424,189271
Dongdaemun,2008-05-01,18220,25698,267058,26760,37713,375449,8833,12082,131071,12954,21259,186199,9387,13616,135987,13806,16454,189250
Dongdaemun,2008-06-01,18216,25758,266796,26607,37800,375177,8802,12121,130984,12905,21316,186128,9414,13637,135812,13702,16484,189049
Dongdaemun,2008-07-01,18206,25755,266492,26453,37894,374800,8790,12117,130746,12842,21361,185856,9416,13638,135746,13611,16533,188944
Dongdaemun,2008-08-01,18082,25768,265928,26258,38032,374068,8725,12140,130498,12716,21427,185506,9357,13628,135430,13542,16605,188562
Dongdaemun,2008-09-01,17999,25719,265262,26096,38084,373160,8703,12129,130144,12643,21421,185040,9296,13590,135118,13453,16663,188120
Dongdaemun,2008-10-01,17968,25642,264530,25929,38165,372234,8662,12093,129772,12594,21491,184612,9306,13549,134758,13335,16674,187622
Dongdaemun,2008-11-01,17906,25600,263690,25716,38180,371092,8613,12072,129327,12496,21495,184003,9293,13528,134363,13220,16685,187089
Dongdaemun,2008-12-01,17890,25547,263035,25506,38272,370250,8618,12057,128916,12378,21537,183506,9272,13490,134119,13128,16735,186744
Dongdaemun,2009-01-01,17861,25542,263216,25390,38514,370523,8610,12094,129049,12314,21691,183758,9251,13448,134167,13076,16823,186765
Dongdaemun,2009-02-01,17844,25381,263654,25253,38697,370829,8609,12066,129214,12255,21789,183933,9235,13315,134440,12998,16908,186896
Dongdaemun,2009-03-01,17806,25473,263399,25083,38856,370617,8609,12096,129025,12186,21864,183780,9197,13377,134374,12897,16992,186837
Dongdaemun,2009-04-01,17639,25392,262131,24932,38916,369010,8548,12069,128466,12114,21903,183100,9091,13323,133665,12818,17013,185910
Dongdaemun,2009-05-01,17610,25372,261335,24802,39031,368150,8534,12082,128027,12072,21944,182659,9076,13290,133308,12730,17087,185491
Dongdaemun,2009-06-01,17536,25270,260796,24702,39068,367372,8513,12036,127742,12003,21957,182251,9023,13234,133054,12699,17111,185121
Dongdaemun,2009-07-01,17452,25245,259992,24522,39097,366308,8471,11992,127338,11917,21959,181677,8981,13253,132654,12605,17138,184631
Dongdaemun,2009-08-01,17367,25187,259557,24344,39167,365622,8457,11943,127117,11855,22008,181380,8910,13244,132440,12489,17159,184242
Dongdaemun,2009-09-01,17251,25117,258934,24192,39271,364765,8409,11883,126776,11777,22075,180920,8842,13234,132158,12415,17196,183845
Dongdaemun,2009-10-01,17176,25055,258292,24057,39350,363930,8398,11845,126382,11670,22114,180409,8778,13210,131910,12387,17236,183521
Dongdaemun,2009-11-01,17058,24992,257611,23935,39428,363024,8358,11807,126061,11615,22144,179985,8700,13185,131550,12320,17284,183039
Dongdaemun,2009-12-01,17006,24957,256954,23763,39466,362146,8327,11792,125745,11556,22176,179596,8679,13165,131209,12207,17290,182550
Dongdaemun,2010-01-01,16889,24779,256772,23618,39651,361709,8265,11709,125695,11473,22268,179410,8624,13070,131077,12145,17383,182299
Dongdaemun,2010-02-01,16796,24675,256589,23427,39816,361303,8227,11650,125673,11367,22347,179264,8569,13025,130916,12060,17469,182039
Dongdaemun,2010-03-01,16819,24714,256932,23264,40083,361812,8269,11666,125825,11299,22503,179562,8550,13048,131107,11965,17580,182250
Dongdaemun,2010-04-01,16865,24700,256925,23144,40302,361936,8273,11672,125791,11247,22621,179604,8592,13028,131134,11897,17681,182332
Dongdaemun,2010-05-01,16820,24650,256720,23063,40482,361735,8247,11633,125704,11228,22728,179540,8573,13017,131016,11835,17754,182195
Dongdaemun,2010-06-01,16754,24633,256311,23012,40600,361310,8217,11635,125526,11215,22790,179383,8537,12998,130785,11797,17810,181927
Dongdaemun,2010-07-01,16639,24600,256018,22901,40734,360892,8174,11606,125393,11152,22863,179188,8465,12994,130625,11749,17871,181704
Dongdaemun,2010-08-01,16598,24579,255815,22770,40826,360588,8159,11636,125257,11093,22912,179057,8439,12943,130558,11677,17914,181531
Dongdaemun,2010-09-01,16605,24511,255907,22666,40940,360629,8153,11619,125327,11046,22965,179110,8452,12892,130580,11620,17975,181519
Dongdaemun,2010-10-01,16559,24564,260490,22593,42352,366558,8142,11655,127358,10998,23668,181821,8417,12909,133132,11595,18684,184737
Dongdaemun,2010-11-01,16539,24508,260498,22498,42404,366447,8101,11629,127353,10950,23704,181737,8438,12879,133145,11548,18700,184710
Dongdaemun,2010-12-01,16681,24466,260793,22322,42524,366786,8164,11609,127504,10857,23778,181912,8517,12857,133289,11465,18746,184874
Dongdaemun,2011-01-01,16679,24405,261181,22206,42696,367167,8179,11596,127641,10804,23861,182081,8500,12809,133540,11402,18835,185086
Dongdaemun,2011-02-01,16654,24370,261515,22038,42822,367399,8171,11594,127819,10734,23925,182243,8483,12776,133696,11304,18897,185156
Dongdaemun,2011-03-01,16671,24370,261506,21951,42956,367454,8194,11612,127792,10682,23991,182271,8477,12758,133714,11269,18965,185183
Dongdaemun,2011-04-01,16683,24263,261527,21867,43044,367384,8195,11576,127798,10618,24027,182214,8488,12687,133729,11249,19017,185170
Dongdaemun,2011-05-01,16735,24222,261454,21738,43206,367355,8244,11567,127764,10523,24131,182229,8491,12655,133690,11215,19075,185126
Dongdaemun,2011-06-01,16757,24132,261040,21644,43258,366831,8253,11522,127595,10482,24182,182034,8504,12610,133445,11162,19076,184797
Dongdaemun,2011-07-01,16781,24030,260900,21536,43386,366633,8267,11485,127574,10430,24268,182024,8514,12545,133326,11106,19118,184609
Dongdaemun,2011-08-01,16850,23990,260964,21436,43642,366882,8283,11478,127594,10361,24424,182140,8567,12512,133370,11075,19218,184742
Dongdaemun,2011-09-01,16900,23906,260888,21356,43829,366879,8312,11442,127540,10329,24514,182137,8588,12464,133348,11027,19315,184742
Dongdaemun,2011-10-01,16837,23775,260655,21255,44015,366537,8316,11360,127464,10282,24626,182048,8521,12415,133191,10973,19389,184489
Dongdaemun,2011-11-01,16829,23694,260282,21151,44049,366005,8291,11330,127320,10210,24643,181794,8538,12364,132962,10941,19406,184211
Dongdaemun,2011-12-01,16796,23553,259902,21006,44229,365486,8270,11269,127132,10154,24736,181561,8526,12284,132770,10852,19493,183925
Dongdaemun,2012-01-01,16793,23495,259797,20873,44452,365410,8259,11242,127066,10088,24839,181494,8534,12253,132731,10785,19613,183916
Dongdaemun,2012-02-01,16775,23442,260146,20770,44723,365856,8250,11218,127162,10068,24994,181692,8525,12224,132984,10702,19729,184164
Dongdaemun,2012-03-01,16725,23402,259934,20663,44975,365699,8228,11185,127025,10017,25141,181596,8497,12217,132909,10646,19834,184103
Dongdaemun,2012-04-01,16739,23256,259716,20559,45188,365458,8207,11141,126884,9956,25252,181440,8532,12115,132832,10603,19936,184018
Dongdaemun,2012-05-01,16759,23138,259596,20528,45395,365416,8233,11074,126800,9954,25377,181438,8526,12064,132796,10574,20018,183978
Dongdaemun,2012-06-01,16781,23033,259487,20470,45582,365353,8249,11028,126776,9923,25494,181470,8532,12005,132711,10547,20088,183883
Dongdaemun,2012-07-01,16795,22968,259197,20347,45784,365091,8246,11009,126651,9870,25602,181378,8549,11959,132546,10477,20182,183713
Dongdaemun,2012-08-01,16768,22890,258819,20281,45992,364750,8240,10964,126495,9869,25683,181251,8528,11926,132324,10412,20309,183499
Dongdaemun,2012-09-01,16759,22805,258592,20208,46163,364527,8212,10920,126388,9836,25781,181137,8547,11885,132204,10372,20382,183390
Dongdaemun,2012-10-01,16693,22718,258292,20208,46388,364299,8195,10897,126260,9806,25894,181052,8498,11821,132032,10402,20494,183247
Dongdaemun,2012-11-01,16661,22644,258007,20093,46471,363876,8158,10863,126174,9772,25928,180895,8503,11781,131833,10321,20543,182981
Dongdaemun,2012-12-01,16653,22544,257498,19938,46625,363258,8153,10838,125893,9692,26021,180597,8500,11706,131605,10246,20604,182661
Dongdaemun,2013-01-01,16639,22455,257313,19781,46844,363032,8137,10806,125737,9618,26149,180447,8502,11649,131576,10163,20695,182585
Dongdaemun,2013-02-01,16613,22442,257165,19628,47118,362966,8102,10811,125606,9560,26328,180407,8511,11631,131559,10068,20790,182559
Dongdaemun,2013-03-01,16540,22426,256855,19506,47298,362625,8072,10822,125409,9506,26430,180239,8468,11604,131446,10000,20868,182386
Dongdaemun,2013-04-01,16571,22320,256617,19434,47438,362380,8080,10768,125316,9465,26513,180142,8491,11552,131301,9969,20925,182238
Dongdaemun,2013-05-01,16740,22324,257611,19433,47685,363793,8172,10768,125767,9466,26650,180823,8568,11556,131844,9967,21035,182970
Dongdaemun,2013-06-01,16849,22292,258368,19413,47796,364718,8253,10758,126174,9463,26726,181374,8596,11534,132194,9950,21070,183344
Dongdaemun,2013-07-01,16825,22202,258642,19370,48055,365094,8271,10729,126289,9445,26885,181619,8554,11473,132353,9925,21170,183475
Dongdaemun,2013-08-01,16780,22093,258719,19378,48257,365227,8260,10683,126272,9440,27004,181659,8520,11410,132447,9938,21253,183568
Dongdaemun,2013-09-01,16721,22049,258676,19343,48438,365227,8209,10667,126280,9425,27122,181703,8512,11382,132396,9918,21316,183524
Dongdaemun,2013-10-01,16692,21957,258618,19270,48630,365167,8195,10647,126303,9378,27220,181743,8497,11310,132315,9892,21410,183424
Dongdaemun,2013-11-01,16638,21882,258388,19178,48766,364852,8154,10590,126180,9350,27284,181558,8484,11292,132208,9828,21482,183294
Dongdaemun,2013-12-01,16520,21736,258071,19035,48911,364273,8108,10527,125994,9269,27388,181286,8412,11209,132077,9766,21523,182987
Dongdaemun,2014-01-01,16452,21610,257923,18983,49106,364074,8075,10477,125896,9245,27492,181185,8377,11133,132027,9738,21614,182889
Dongdaemun,2014-02-01,16368,21651,257669,18820,49273,363781,8034,10510,125827,9132,27606,181109,8334,11141,131842,9688,21667,182672
Dongdaemun,2014-03-01,16363,21614,257413,18708,49469,363567,8046,10493,125668,9077,27714,180998,8317,11121,131745,9631,21755,182569
Dongdaemun,2014-04-01,16305,21589,257270,18629,49538,363331,8009,10474,125577,9061,27757,180878,8296,11115,131693,9568,21781,182453
Dongdaemun,2014-05-01,16258,21507,257024,18587,49586,362962,7976,10430,125467,9045,27789,180707,8282,11077,131557,9542,21797,182255
Dongdaemun,2014-06-01,16222,21343,256653,18559,49636,362413,7968,10380,125286,9014,27809,180457,8254,10963,131367,9545,21827,181956
Dongdaemun,2014-07-01,16142,21248,256098,18533,49845,361866,7924,10353,125018,9000,27905,180200,8218,10895,131080,9533,21940,181666
Dongdaemun,2014-08-01,16069,21092,255755,18507,49994,361417,7877,10272,124845,8998,27985,179977,8192,10820,130910,9509,22009,181440
Dongdaemun,2014-09-01,16136,21052,256577,18516,50187,362468,7872,10259,125294,9028,28063,180516,8264,10793,131283,9488,22124,181952
Dongdaemun,2014-10-01,16256,20933,257238,18591,50449,363467,7893,10204,125667,9076,28207,181047,8363,10729,131571,9515,22242,182420
Dongdaemun,2014-11-01,16289,20826,257514,18561,50584,363774,7902,10145,125844,9056,28281,181228,8387,10681,131670,9505,22303,182546
Dongdaemun,2014-12-01,16325,20692,257407,18507,50756,363687,7922,10051,125811,9017,28376,181177,8403,10641,131596,9490,22380,182510
Dongdaemun,2015-01-01,16244,20580,257217,18389,51014,363444,7910,9980,125715,8941,28496,181042,8334,10600,131502,9448,22518,182402
Dongdaemun,2015-02-01,16246,20633,257268,18262,51188,363597,7943,10015,125764,8895,28589,181206,8303,10618,131504,9367,22599,182391
Dongdaemun,2015-03-01,16266,20580,257398,18150,51373,363767,7960,10012,125792,8841,28696,181301,8306,10568,131606,9309,22677,182466
Dongdaemun,2015-04-01,16250,20517,257282,18101,51491,363641,7965,9974,125760,8810,28772,181281,8285,10543,131522,9291,22719,182360
Dongdaemun,2015-05-01,16220,20386,256962,18068,51620,363256,7935,9904,125602,8800,28821,181062,8285,10482,131360,9268,22799,182194
Dongdaemun,2015-06-01,16204,20291,256456,18017,51636,362604,7889,9869,125453,8770,28798,180779,8315,10422,131003,9247,22838,181825
Dongdaemun,2015-07-01,16143,20176,256039,17961,51730,362049,7864,9802,125239,8748,28845,180498,8279,10374,130800,9213,22885,181551
Dongdaemun,2015-08-01,16108,20088,255810,17859,51815,361680,7817,9754,125117,8719,28884,180291,8291,10334,130693,9140,22931,181389
Dongdaemun,2015-09-01,16028,19972,255640,17810,51980,361430,7780,9714,125077,8702,28973,180246,8248,10258,130563,9108,23007,181184
Dongdaemun,2015-10-01,15962,19813,255441,17827,52100,361143,7745,9638,125046,8711,29031,180171,8217,10175,130395,9116,23069,180972
Dongdaemun,2015-11-01,15930,19679,255124,17766,52179,360678,7716,9577,124872,8665,29062,179892,8214,10102,130252,9101,23117,180786
Dongdaemun,2015-12-01,15896,19487,254734,17705,52331,360153,7708,9490,124702,8628,29140,179668,8188,9997,130032,9077,23191,180485
Dongdaemun,2016-01-01,15836,19370,254660,17632,52523,360021,7698,9436,124644,8592,29251,179621,8138,9934,130016,9040,23272,180400
Dongdaemun,2016-02-01,15744,19414,254562,17513,52645,359878,7640,9459,124590,8556,29336,179581,8104,9955,129972,8957,23309,180297
Dongdaemun,2016-03-01,15717,19309,254593,17466,52779,359864,7612,9431,124623,8539,29429,179634,8105,9878,129970,8927,23350,180230
Dongdaemun,2016-04-01,15671,19178,254347,17434,52858,359488,7607,9376,124481,8503,29485,179452,8064,9802,129866,8931,23373,180036
Dongdaemun,2016-05-01,15667,19102,253860,17386,52908,358923,7596,9350,124254,8486,29517,179203,8071,9752,129606,8900,23391,179720
Dongdaemun,2016-06-01,15625,19004,253292,17332,52965,358218,7584,9300,123962,8473,29512,178831,8041,9704,129330,8859,23453,179387
Dongdaemun,2016-07-01,15623,18899,252884,17261,52986,357653,7584,9258,123754,8437,29530,178563,8039,9641,129130,8824,23456,179090
Dongdaemun,2016-08-01,15529,18722,252509,17250,53017,357027,7524,9180,123558,8443,29559,178264,8005,9542,128951,8807,23458,178763
Dongdaemun,2016-09-01,15448,18678,252262,17217,53086,356691,7475,9157,123481,8446,29579,178138,7973,9521,128781,8771,23507,178553
Dongdaemun,2016-10-01,15291,18515,252124,17201,53155,356286,7413,9056,123392,8440,29645,177946,7878,9459,128732,8761,23510,178340
Dongdaemun,2016-11-01,15141,18430,251829,17165,53235,355800,7337,9023,123331,8415,29698,177804,7804,9407,128498,8750,23537,177996
Dongdaemun,2016-12-01,15044,18244,251377,17103,53301,355069,7277,8938,123113,8381,29720,177429,7767,9306,128264,8722,23581,177640
Dongdaemun,2017-01-01,14891,18064,251016,17101,53565,354637,7218,8837,122955,8379,29842,177231,7673,9227,128061,8722,23723,177406
Dongdaemun,2017-02-01,14769,18092,250789,16962,53791,354403,7171,8869,122836,8313,29981,177170,7598,9223,127953,8649,23810,177233
Dongdaemun,2017-03-01,14690,18007,250453,16943,53986,354079,7126,8844,122682,8293,30113,177058,7564,9163,127771,8650,23873,177021
Dongdaemun,2017-04-01,14627,17858,250315,16915,54183,353898,7095,8751,122541,8287,30237,176911,7532,9107,127774,8628,23946,176987
Dongdaemun,2017-05-01,14534,17712,249738,16890,54540,353414,7044,8683,122294,8276,30435,176732,7490,9029,127444,8614,24105,176682
Dongdaemun,2017-06-01,14467,17630,249399,16901,54634,353031,7016,8640,122112,8258,30520,176546,7451,8990,127287,8643,24114,176485
Dongdaemun,2017-07-01,14391,17501,249124,16855,54843,352714,6980,8563,122012,8252,30616,176423,7411,8938,127112,8603,24227,176291
Dongdaemun,2017-08-01,14290,17384,248898,16822,54997,352391,6921,8487,121895,8222,30679,176204,7369,8897,127003,8600,24318,176187
Dongdaemun,2017-09-01,14229,17249,248603,16821,55109,352011,6868,8415,121739,8230,30737,175989,7361,8834,126864,8591,24372,176022
Dongdaemun,2017-10-01,14164,17180,248329,16794,55265,351732,6840,8368,121585,8213,30812,175818,7324,8812,126744,8581,24453,175914
Dongdaemun,2017-11-01,14119,17008,247892,16739,55426,351184,6834,8302,121398,8169,30897,175600,7285,8706,126494,8570,24529,175584
Dongdaemun,2017-12-01,14097,16880,247459,16664,55547,350647,6823,8226,121180,8121,30973,175323,7274,8654,126279,8543,24574,175324
Dongdaemun,2018-01-01,13986,16728,247084,16598,55722,350118,6767,8168,121027,8090,31061,175113,7219,8560,126057,8508,24661,175005
Dongdaemun,2018-02-01,13847,16827,246807,16516,55904,349901,6709,8253,120924,8038,31167,175091,7138,8574,125883,8478,24737,174810
Dongdaemun,2018-03-01,13684,16769,246292,16477,56086,349308,6624,8237,120676,8044,31251,174832,7060,8532,125616,8433,24835,174476
Dongdaemun,2018-04-01,13616,16661,246003,16440,56196,348916,6586,8190,120537,8030,31314,174657,7030,8471,125466,8410,24882,174259
Dongdaemun,2018-05-01,13545,16530,245570,16464,56353,348462,6541,8136,120374,8050,31388,174489,7004,8394,125196,8414,24965,173973
Dongdaemun,2018-06-01,13591,16426,245851,16548,56487,348903,6574,8079,120573,8085,31464,174775,7017,8347,125278,8463,25023,174128
Dongdaemun,2018-07-01,13728,16315,246637,16602,56635,349917,6631,8011,121009,8122,31563,175336,7097,8304,125628,8480,25072,174581
Dongdaemun,2018-08-01,13746,16196,247219,16643,56783,350587,6627,7956,121348,8141,31639,175711,7119,8240,125871,8502,25144,174876
Dongdaemun,2018-09-01,13705,16044,247217,16675,56915,350556,6608,7885,121331,8153,31716,175693,7097,8159,125886,8522,25199,174863
Dongdaemun,2018-10-01,13615,15921,246880,16688,57030,350134,6571,7814,121222,8145,31776,175528,7044,8107,125658,8543,25254,174606
